ID,VOICED/UNVOICED,SPEAKER,OWNER,
14079,0,,Patryk,
14080,0,,Patryk,
14081,0,,Patryk,
14082,0,,Patryk,
14083,1,1,Patryk,
14084,1,1,Patryk,
14085,1,1,Patryk,
14086,1,1,Patryk,
14087,1,1,Patryk,
14088,1,1,Patryk,
14089,1,1,Patryk,
14090,1,1,Patryk,
14091,1,1,Patryk,
14092,1,1,Patryk,
14093,1,1,Patryk,
14094,1,1,Patryk,
14095,1,1,Patryk,
14096,1,1,Patryk,
14097,0,,Patryk,
14098,0,,Patryk,
14099,1,1,Patryk,
14100,1,1,Patryk,
14101,1,1,Patryk,
14102,1,1,Patryk,
14103,1,1,Patryk,
14104,1,1,Patryk,
14105,1,1,Patryk,
14106,0,,Patryk,
14107,2,1,Patryk,
14108,1,1,Patryk,
14109,1,1,Patryk,
14110,1,1,Patryk,
14111,1,1,Patryk,
14112,1,1,Patryk,
14113,2,1,Patryk,
14114,0,,Patryk,
14115,2,1,Patryk,
14116,1,1,Patryk,
14117,1,1,Patryk,
14118,1,1,Patryk,
14119,1,1,Patryk,
14120,1,1,Patryk,
14121,1,1,Patryk,
14122,1,1,Patryk,
14123,1,1,Patryk,
14124,1,1,Patryk,
14125,1,1,Patryk,
14126,1,1,Patryk,
14127,2,1,Patryk,
14128,1,1,Patryk,
14129,1,1,Patryk,
14130,2,1,Patryk,
14131,1,1,Patryk,
14132,1,1,Patryk,
14133,1,1,Patryk,
14134,1,1,Patryk,
14135,1,1,Patryk,
14136,1,1,Patryk,
14137,1,1,Patryk,
14138,0,,Patryk,
14139,0,,Patryk,
14140,1,1,Patryk,
14141,1,1,Patryk,
14142,1,1,Patryk,
14143,1,1,Patryk,
14144,1,1,Patryk,
14145,1,1,Patryk,
14146,2,1,Patryk,
14147,0,,Patryk,
14148,0,,Patryk,
14149,0,,Patryk,
14150,0,,Patryk,
14151,2,1,Patryk,
14152,1,1,Patryk,
14153,1,1,Patryk,
14154,1,1,Patryk,
14155,2,1,Patryk,
14156,1,1,Patryk,
14157,1,1,Patryk,
14158,1,1,Patryk,
14159,1,1,Patryk,
14160,1,1,Patryk,
14161,1,1,Patryk,
14162,2,1,Patryk,
14163,1,1,Patryk,
14164,1,1,Patryk,
14165,1,1,Patryk,
14166,1,1,Patryk,
14167,1,1,Patryk,
14168,1,1,Patryk,
14169,1,1,Patryk,
14170,1,1,Patryk,
14171,1,1,Patryk,
14172,2,1,Patryk,
14173,1,1,Patryk,
14174,1,1,Patryk,
14175,1,1,Patryk,
14176,1,1,Patryk,
14177,1,1,Patryk,
14178,1,1,Patryk,
14179,1,1,Patryk,
14180,1,1,Patryk,
14181,1,1,Patryk,
14182,1,1,Patryk,
14183,1,1,Patryk,
14184,0,,Patryk,
14185,0,,Patryk,
14186,0,,Patryk,
14187,0,,Patryk,
14188,0,,Patryk,
14189,0,,Patryk,
14190,0,,Patryk,
14191,0,,Patryk,
14192,0,,Patryk,
14193,2,2,Patryk,
14194,1,2,Patryk,
14195,1,2,Patryk,
14196,2,2,Patryk,
14197,0,,Patryk,
14198,2,2,Patryk,
14199,1,2,Patryk,
14200,1,2,Patryk,
14201,1,2,Patryk,
14202,1,3,Patryk,
14203,1,3,Patryk,
14204,1,3,Patryk,
14205,1,3,Patryk,
14206,1,3,Patryk,
14207,2,2,Patryk,
14208,0,,Patryk,
14209,1,3,Patryk,
14210,1,3,Patryk,
14211,1,3,Patryk,
14212,1,3,Patryk,
14213,1,2,Patryk,
14214,1,2,Patryk,
14215,1,2,Patryk,
14216,1,2,Patryk,
14217,1,2,Patryk,
14218,1,2,Patryk,
14219,1,2,Patryk,
14220,1,2,Patryk,
14221,1,2,Patryk,
14222,1,2,Patryk,
14223,1,2,Patryk,
14224,1,2,Patryk,
14225,1,2,Patryk,
14226,0,,Patryk,
14227,0,,Patryk,
14228,2,2,Patryk,
14229,1,2,Patryk,
14230,1,2,Patryk,
14231,1,2,Patryk,
14232,1,2,Patryk,
14233,1,2,Patryk,
14234,1,2,Patryk,
14235,1,2,Patryk,
14236,1,2,Patryk,
14237,1,2,Patryk,
14238,1,2,Patryk,
14239,1,2,Patryk,
14240,1,2,Patryk,
14241,1,2,Patryk,
14242,1,2,Patryk,
14243,1,2,Patryk,
14244,1,2,Patryk,
14245,1,2,Patryk,
14246,1,2,Patryk,
14247,1,2,Patryk,
14248,1,2,Patryk,
14249,1,2,Patryk,
14250,1,2,Patryk,
14251,1,2,Patryk,
14252,1,2,Patryk,
14253,2,2,Patryk,
14254,0,,Patryk,
14255,0,,Patryk,
14256,2,2,Patryk,
14257,1,2,Patryk,
14258,1,2,Patryk,
14259,1,2,Patryk,
14260,1,2,Patryk,
14261,1,2,Patryk,
14262,1,2,Patryk,
14263,1,2,Patryk,
14264,1,2,Patryk,
14265,1,2,Patryk,
14266,1,2,Patryk,
14267,1,2,Patryk,
14268,2,2,Patryk,
14269,1,2,Patryk,
14270,1,2,Patryk,
14271,1,2,Patryk,
14272,2,2,Patryk,
14273,1,2,Patryk,
14274,1,2,Patryk,
14275,1,2,Patryk,
14276,1,2,Patryk,
14277,1,2,Patryk,
14278,1,2,Patryk,
14279,1,2,Patryk,
14280,1,2,Patryk,
14281,1,2,Patryk,
14282,1,2,Patryk,
14283,1,2,Patryk,
14284,2,2,Patryk,
14285,0,,Patryk,
14286,2,3,Patryk,
14287,2,3,Patryk,
14288,1,2,Patryk,
14289,1,2,Patryk,
14290,1,2,Patryk,
14291,1,2,Patryk,
14292,1,2,Patryk,
14293,1,2,Patryk,
14294,1,2,Patryk,
14295,1,2,Patryk,
14296,1,2,Patryk,
14297,1,2,Patryk,
14298,2,2,Patryk,
14299,0,,Patryk,
14300,1,2,Patryk,
14301,1,2,Patryk,
14302,1,2,Patryk,
14303,1,2,Patryk,
14304,1,2,Patryk,
14305,1,2,Patryk,
14306,1,2,Patryk,
14307,1,2,Patryk,
14308,1,2,Patryk,
14309,1,2,Patryk,
14310,1,2,Patryk,
14311,1,2,Patryk,
14312,1,2,Patryk,
14313,1,2,Patryk,
14314,1,2,Patryk,
14315,1,2,Patryk,
14316,1,2,Patryk,
14317,1,2,Patryk,
14318,1,2,Patryk,
14319,1,2,Patryk,
14320,1,2,Patryk,
14321,1,2,Patryk,
14322,1,2,Patryk,
14323,1,2,Patryk,
14324,1,2,Patryk,
14325,1,2,Patryk,
14326,1,2,Patryk,
14327,1,2,Patryk,
14328,1,2,Patryk,
14329,0,,Patryk,
14330,0,,Patryk,
14331,2,2,Patryk,
14332,2,2,Patryk,
14333,1,2,Patryk,
14334,1,2,Patryk,
14335,1,2,Patryk,
14336,1,2,Patryk,
14337,1,2,Patryk,
14338,1,2,Patryk,
14339,1,2,Patryk,
14340,1,2,Patryk,
14341,1,2,Patryk,
14342,1,2,Patryk,
14343,1,2,Patryk,
14344,1,2,Patryk,
14345,1,2,Patryk,
14346,1,2,Patryk,
14347,1,2,Patryk,
14348,1,2,Patryk,
14349,1,2,Patryk,
14350,1,2,Patryk,
14351,1,2,Patryk,
14352,1,2,Patryk,
14353,1,3,Patryk,
14354,1,2,Patryk,
14355,1,2,Patryk,
14356,1,2,Patryk,
14357,1,2,Patryk,
14358,1,2,Patryk,
14359,1,2,Patryk,
14360,1,2,Patryk,
14361,1,2,Patryk,
14362,1,2,Patryk,
14363,1,2,Patryk,
14364,1,2,Patryk,
14365,1,2,Patryk,
14366,1,2,Patryk,
14367,1,2,Patryk,
14368,1,2,Patryk,
14369,1,2,Patryk,
14370,1,2,Patryk,
14371,1,2,Patryk,
14372,2,2,Patryk,
14373,1,2,Patryk,
14374,1,2,Patryk,
14375,1,2,Patryk,
14376,1,2,Patryk,
14377,1,2,Patryk,
14378,1,2,Patryk,
14379,1,2,Patryk,
14380,1,2,Patryk,
14381,1,2,Patryk,
14382,2,2,Patryk,
14383,0,,Patryk,
14384,2,2,Patryk,
14385,1,2,Patryk,
14386,1,2,Patryk,
14387,1,2,Patryk,
14388,1,2,Patryk,
14389,2,2,Patryk,
14390,0,,Patryk,
14391,1,2,Patryk,
14392,2,2,Patryk,
14393,1,2,Patryk,
14394,1,2,Patryk,
14395,1,2,Patryk,
14396,1,2,Patryk,
14397,1,2,Patryk,
14398,1,2,Patryk,
14399,1,2,Patryk,
14400,1,2,Patryk,
14401,1,2,Patryk,
14402,1,2,Patryk,
14403,1,2,Patryk,
14404,1,2,Patryk,
14405,1,2,Patryk,
14406,1,2,Patryk,
14407,1,2,Patryk,
14408,1,2,Patryk,
14409,1,2,Patryk,
14410,1,2,Patryk,
14411,2,2,Patryk,
14412,0,,Patryk,
14413,0,,Patryk,
14414,2,2,Patryk,
14415,2,2,Patryk,
14416,1,2,Patryk,
14417,1,2,Patryk,
14418,1,2,Patryk,
14419,1,2,Patryk,
14420,1,2,Patryk,
14421,1,2,Patryk,
14422,1,2,Patryk,
14423,1,2,Patryk,
14424,1,2,Patryk,
14425,1,2,Patryk,
14426,1,2,Patryk,
14427,1,2,Patryk,
14428,1,2,Patryk,
14429,1,2,Patryk,
14430,1,2,Patryk,
14431,1,2,Patryk,
14432,1,2,Patryk,
14433,1,2,Patryk,
14434,1,2,Patryk,
14435,1,2,Patryk,
14436,1,2,Patryk,
14437,1,2,Patryk,
14438,1,2,Patryk,
14439,1,2,Patryk,
14440,1,2,Patryk,
14441,1,2,Patryk,
14442,1,2,Patryk,
14443,1,2,Patryk,
14444,1,2,Patryk,
14445,1,2,Patryk,
14446,1,2,Patryk,
14447,1,2,Patryk,
14448,1,2,Patryk,
14449,1,2,Patryk,
14450,1,2,Patryk,
14451,1,2,Patryk,
14452,1,2,Patryk,
14453,1,2,Patryk,
14454,1,2,Patryk,
14455,1,2,Patryk,
14456,1,2,Patryk,
14457,1,2,Patryk,
14458,1,2,Patryk,
14459,1,2,Patryk,
14460,1,2,Patryk,
14461,1,2,Patryk,
14462,1,2,Patryk,
14463,1,2,Patryk,
14464,1,2,Patryk,
14465,1,2,Patryk,
14466,1,2,Patryk,
14467,2,2,Patryk,
14468,0,,Patryk,
14469,0,,Patryk,
14470,1,2,Patryk,
14471,1,2,Patryk,
14472,1,2,Patryk,
14473,1,2,Patryk,
14474,1,2,Patryk,
14475,1,2,Patryk,
14476,1,2,Patryk,
14477,1,2,Patryk,
14478,1,2,Patryk,
14479,1,2,Patryk,
14480,1,2,Patryk,
14481,1,2,Patryk,
14482,1,2,Patryk,
14483,1,2,Patryk,
14484,1,2,Patryk,
14485,0,,Patryk,
14486,0,,Patryk,
14487,1,2,Patryk,
14488,1,2,Patryk,
14489,1,2,Patryk,
14490,1,2,Patryk,
14491,1,2,Patryk,
14492,1,2,Patryk,
14493,1,2,Patryk,
14494,1,2,Patryk,
14495,1,2,Patryk,
14496,1,2,Patryk,
14497,1,2,Patryk,
14498,2,1,Patryk,
14499,0,,Patryk,
14500,2,2,Patryk,
14501,1,2,Patryk,
14502,1,2,Patryk,
14503,1,2,Patryk,
14504,1,2,Patryk,
14505,1,2,Patryk,
14506,1,2,Patryk,
14507,1,2,Patryk,
14508,2,2,Patryk,
14509,0,,Patryk,
14510,0,,Patryk,
14511,1,2,Patryk,
14512,1,2,Patryk,
14513,1,2,Patryk,
14514,1,2,Patryk,
14515,1,2,Patryk,
14516,1,2,Patryk,
14517,1,2,Patryk,
14518,1,2,Patryk,
14519,0,,Patryk,
14520,2,2,Patryk,
14521,1,2,Patryk,
14522,1,2,Patryk,
14523,1,2,Patryk,
14524,1,2,Patryk,
14525,1,2,Patryk,
14526,1,2,Patryk,
14527,1,2,Patryk,
14528,1,2,Patryk,
14529,1,2,Patryk,
14530,1,2,Patryk,
14531,1,2,Patryk,
14532,1,2,Patryk,
14533,1,2,Patryk,
14534,1,2,Patryk,
14535,1,2,Patryk,
14536,1,2,Patryk,
14537,1,2,Patryk,
14538,1,2,Patryk,
14539,1,2,Patryk,
14540,1,2,Patryk,
14541,1,2,Patryk,
14542,1,2,Patryk,
14543,1,2,Patryk,
14544,1,2,Patryk,
14545,1,2,Patryk,
14546,2,2,Patryk,
14547,0,,Patryk,
14548,1,2,Patryk,
14549,1,2,Patryk,
14550,1,2,Patryk,
14551,1,2,Patryk,
14552,1,3,Patryk,
14553,1,3,Patryk,
14554,1,1,Patryk,
14555,1,1,Patryk,
14556,1,1,Patryk,
14557,2,2,Patryk,
14558,1,2,Patryk,
14559,1,2,Patryk,
14560,1,2,Patryk,
14561,,,Patryk,
14562,,,Patryk,
14563,,,Patryk,
14564,,,Patryk,
14565,,,Patryk,
14566,,,Patryk,
14567,,,Patryk,
14568,,,Patryk,
14569,1,3,Patryk,
14570,1,3,Patryk,
14571,1,1,Patryk,
14572,1,1,Patryk,
14573,1,1,Patryk,
14574,1,1,Patryk,
14575,1,1,Patryk,
14576,1,1,Patryk,
14577,1,1,Patryk,
14578,1,1,Patryk,
14579,1,2,Patryk,
14580,1,2,Patryk,
14581,1,2,Patryk,
14582,1,2,Patryk,
14583,1,2,Patryk,
14584,1,2,Patryk,
14585,1,3,Patryk,
14586,1,3,Patryk,
14587,1,3,Patryk,
14588,1,3,Patryk,
14589,1,3,Patryk,
14590,1,3,Patryk,
14591,1,3,Patryk,
14592,1,3,Patryk,
14593,1,3,Patryk,
14594,1,3,Patryk,
14595,1,2,Patryk,
14596,1,2,Patryk,
14597,1,2,Patryk,
14598,1,2,Patryk,
14599,1,2,Patryk,
14600,1,2,Patryk,
14601,1,2,Patryk,
14602,1,2,Patryk,
14603,1,2,Patryk,
14604,1,2,Patryk,
14605,1,2,Patryk,
14606,1,2,Patryk,
14607,1,2,Patryk,
14608,1,2,Patryk,
14609,1,2,Patryk,
14610,1,2,Patryk,
14611,1,2,Patryk,
14612,1,2,Patryk,
14613,1,2,Patryk,
14614,1,2,Patryk,
14615,1,2,Patryk,
14616,1,2,Patryk,
14617,1,2,Patryk,
14618,1,2,Patryk,
14619,1,2,Patryk,
14620,1,2,Patryk,
14621,1,2,Patryk,
14622,1,2,Patryk,
14623,1,2,Patryk,
14624,1,2,Patryk,
14625,1,2,Patryk,
14626,1,2,Patryk,
14627,1,2,Patryk,
14628,1,2,Patryk,
14629,1,2,Patryk,
14630,1,2,Patryk,
14631,1,2,Patryk,
14632,1,2,Patryk,
14633,1,2,Patryk,
14634,1,2,Patryk,
14635,1,2,Patryk,
14636,1,2,Patryk,
14637,1,2,Patryk,
14638,1,2,Patryk,
14639,1,2,Patryk,
14640,1,2,Patryk,
14641,1,2,Patryk,
14642,1,2,Patryk,
14643,1,2,Patryk,
14644,1,2,Patryk,
14645,1,2,Patryk,
14646,1,2,Patryk,
14647,2,2,Patryk,
14648,0,,Patryk,
14649,0,,Patryk,
14650,0,,Patryk,
14651,2,3,Patryk,
14652,1,3,Patryk,
14653,1,3,Patryk,
14654,1,3,Patryk,
14655,1,3,Patryk,
14656,1,1,Patryk,
14657,1,3,Patryk,
14658,1,3,Patryk,
14659,1,3,Patryk,
14660,1,3,Patryk,
14661,1,3,Patryk,
14662,1,3,Patryk,
14663,1,3,Patryk,
14664,1,2,Patryk,
14665,1,2,Patryk,
14666,1,2,Patryk,
14667,1,2,Patryk,
14668,1,2,Patryk,
14669,1,2,Patryk,
14670,1,2,Patryk,
14671,1,2,Patryk,
14672,1,2,Patryk,
14673,1,2,Patryk,
14674,1,2,Patryk,
14675,1,2,Patryk,
14676,2,2,Patryk,
14677,2,1,Patryk,
14678,1,3,Patryk,
14679,1,3,Patryk,
14680,1,2,Patryk,
14681,1,2,Patryk,
14682,1,2,Patryk,
14683,1,2,Patryk,
14684,1,2,Patryk,
14685,1,2,Patryk,
14686,1,2,Patryk,
14687,1,2,Patryk,
14688,1,2,Patryk,
14689,1,2,Patryk,
14690,1,3,Patryk,
14691,1,3,Patryk,
14692,1,1,Patryk,
14693,1,1,Patryk,
14694,1,1,Patryk,
14695,1,3,Patryk,
14696,1,3,Patryk,
14697,1,3,Patryk,
14698,1,3,Patryk,
14699,1,3,Patryk,
14700,1,3,Patryk,
14701,1,3,Patryk,
14702,1,3,Patryk,
14703,1,3,Patryk,
14704,1,3,Patryk,
14705,1,3,Patryk,
14706,1,3,Patryk,
14707,1,3,Patryk,
14708,1,2,Patryk,
14709,2,2,Patryk,
14710,1,2,Patryk,
14711,1,2,Patryk,
14712,1,2,Patryk,
14713,0,,Patryk,
14714,0,,Patryk,
14715,1,2,Patryk,
14716,1,2,Patryk,
14717,1,2,Patryk,
14718,1,2,Patryk,
14719,0,,Patryk,
14720,2,2,Patryk,
14721,1,2,Patryk,
14722,1,2,Patryk,
14723,1,2,Patryk,
14724,1,2,Patryk,
14725,1,2,Patryk,
14726,1,2,Patryk,
14727,1,2,Patryk,
14728,1,2,Patryk,
14729,1,2,Patryk,
14730,2,2,Patryk,
14731,1,2,Patryk,
14732,1,2,Patryk,
14733,1,2,Patryk,
14734,1,2,Patryk,
14735,1,2,Patryk,
14736,1,2,Patryk,
14737,1,2,Patryk,
14738,1,2,Patryk,
14739,1,2,Patryk,
14740,1,2,Patryk,
14741,1,2,Patryk,
14742,1,2,Patryk,
14743,1,2,Patryk,
14744,1,2,Patryk,
14745,1,2,Patryk,
14746,1,2,Patryk,
14747,1,2,Patryk,
14748,1,2,Patryk,
14749,1,2,Patryk,
14750,1,2,Patryk,
14751,1,2,Patryk,
14752,1,2,Patryk,
14753,1,2,Patryk,
14754,1,2,Patryk,
14755,1,2,Patryk,
14756,1,2,Patryk,
14757,1,2,Patryk,
14758,1,2,Patryk,
14759,1,2,Patryk,
14760,1,2,Patryk,
14761,1,2,Patryk,
14762,1,2,Patryk,
14763,1,2,Patryk,
14764,1,2,Patryk,
14765,1,2,Patryk,
14766,1,2,Patryk,
14767,1,2,Patryk,
14768,1,2,Patryk,
14769,1,2,Patryk,
14770,1,2,Patryk,
14771,0,,Patryk,
14772,1,2,Patryk,
14773,1,2,Patryk,
14774,1,2,Patryk,
14775,1,2,Patryk,
14776,1,2,Patryk,
14777,1,2,Patryk,
14778,1,2,Patryk,
14779,1,2,Patryk,
14780,1,2,Patryk,
14781,1,2,Patryk,
14782,1,2,Patryk,
14783,1,2,Patryk,
14784,0,,Patryk,
14785,0,,Patryk,
14786,1,2,Patryk,
14787,1,2,Patryk,
14788,1,2,Patryk,
14789,1,2,Patryk,
14790,1,2,Patryk,
14791,1,2,Patryk,
14792,1,2,Patryk,
14793,1,2,Patryk,
14794,1,2,Patryk,
14795,1,2,Patryk,
14796,1,2,Patryk,
14797,1,2,Patryk,
14798,1,2,Patryk,
14799,1,2,Patryk,
14800,1,2,Patryk,
14801,0,,Patryk,
14802,2,2,Patryk,
14803,2,2,Patryk,
14804,1,2,Patryk,
14805,1,2,Patryk,
14806,1,2,Patryk,
14807,1,2,Patryk,
14808,1,2,Patryk,
14809,1,2,Patryk,
14810,2,2,Patryk,
14811,1,2,Patryk,
14812,1,2,Patryk,
14813,1,2,Patryk,
14814,1,2,Patryk,
14815,1,2,Patryk,
14816,1,2,Patryk,
14817,1,2,Patryk,
14818,1,2,Patryk,
14819,1,2,Patryk,
14820,1,2,Patryk,
14821,1,2,Patryk,
14822,1,2,Patryk,
14823,1,2,Patryk,
14824,1,2,Patryk,
14825,1,2,Patryk,
14826,1,2,Patryk,
14827,1,2,Patryk,
14828,1,2,Patryk,
14829,1,3,Patryk,
14830,1,3,Patryk,
14831,1,3,Patryk,
14832,1,2,Patryk,
14833,1,2,Patryk,
14834,1,2,Patryk,
14835,1,2,Patryk,
14836,1,2,Patryk,
14837,1,2,Patryk,
14838,1,2,Patryk,
14839,1,2,Patryk,
14840,1,2,Patryk,
14841,1,2,Patryk,
14842,1,2,Patryk,
14843,1,2,Patryk,
14844,1,2,Patryk,
14845,1,2,Patryk,
14846,1,2,Patryk,
14847,1,2,Patryk,
14848,1,2,Patryk,
14849,1,2,Patryk,
14850,1,2,Patryk,
14851,1,2,Patryk,
14852,1,2,Patryk,
14853,1,2,Patryk,
14854,1,2,Patryk,
14855,1,2,Patryk,
14856,1,2,Patryk,
14857,1,2,Patryk,
14858,1,2,Patryk,
14859,1,2,Patryk,
14860,1,2,Patryk,
14861,1,2,Patryk,
14862,1,2,Patryk,
14863,1,2,Patryk,
14864,1,2,Patryk,
14865,1,2,Patryk,
14866,1,2,Patryk,
14867,1,2,Patryk,
14868,1,2,Patryk,
14869,1,2,Patryk,
14870,1,2,Patryk,
14871,0,,Patryk,
14872,0,,Patryk,
14873,0,,Patryk,
14874,0,,Patryk,
14875,1,2,Patryk,
14876,1,2,Patryk,
14877,1,2,Patryk,
14878,2,2,Patryk,
14879,2,2,Patryk,
14880,1,2,Patryk,
14881,1,2,Patryk,
14882,1,2,Patryk,
14883,1,2,Patryk,
14884,1,2,Patryk,
14885,1,2,Patryk,
14886,1,2,Patryk,
14887,1,2,Patryk,
14888,1,2,Patryk,
14889,1,2,Patryk,
14890,1,2,Patryk,
14891,1,2,Patryk,
14892,1,2,Patryk,
14893,0,,Patryk,
14894,2,2,Patryk,
14895,1,2,Patryk,
14896,1,2,Patryk,
14897,1,2,Patryk,
14898,1,2,Patryk,
14899,1,2,Patryk,
14900,1,2,Patryk,
14901,1,2,Patryk,
14902,1,2,Patryk,
14903,1,2,Patryk,
14904,1,2,Patryk,
14905,1,2,Patryk,
14906,2,2,Patryk,
14907,1,2,Patryk,
14908,1,2,Patryk,
14909,1,2,Patryk,
14910,1,2,Patryk,
14911,1,2,Patryk,
14912,1,2,Patryk,
14913,1,2,Patryk,
14914,1,2,Patryk,
14915,1,2,Patryk,
14916,1,2,Patryk,
14917,1,2,Patryk,
14918,1,2,Patryk,
14919,2,2,Patryk,
14920,1,2,Patryk,
14921,1,2,Patryk,
14922,1,3,Patryk,
14923,1,3,Patryk,
14924,1,3,Patryk,
14925,1,3,Patryk,
14926,1,3,Patryk,
14927,1,1,Patryk,
14928,2,2,Patryk,
14929,2,2,Patryk,
14930,1,2,Patryk,
14931,1,2,Patryk,
14932,1,3,Patryk,
14933,1,3,Patryk,
14934,1,3,Patryk,
14935,1,3,Patryk,
14936,1,1,Patryk,
14937,1,1,Patryk,
14938,2,3,Patryk,
14939,2,3,Patryk,
14940,0,,Patryk,
14941,0,,Patryk,
14942,0,,Patryk,
14943,1,1,Patryk,
14944,1,3,Patryk,
14945,1,3,Patryk,
14946,1,3,Patryk,
14947,1,3,Patryk,
14948,1,3,Patryk,
14949,1,3,Patryk,
14950,1,3,Patryk,
14951,1,3,Patryk,
14952,1,3,Patryk,
14953,1,3,Patryk,
14954,1,3,Patryk,
14955,1,2,Patryk,
14956,1,2,Patryk,
14957,1,2,Patryk,
14958,1,2,Patryk,
14959,1,2,Patryk,
14960,1,2,Patryk,
14961,1,2,Patryk,
14962,1,2,Patryk,
14963,1,2,Patryk,
14964,1,2,Patryk,
14965,1,2,Patryk,
14966,1,2,Patryk,
14967,1,2,Patryk,
14968,1,2,Patryk,
14969,1,2,Patryk,
14970,1,2,Patryk,
14971,1,3,Patryk,
14972,1,3,Patryk,
14973,1,2,Patryk,
14974,1,2,Patryk,
14975,1,2,Patryk,
14976,1,2,Patryk,
14977,1,2,Patryk,
14978,1,2,Patryk,
14979,1,2,Patryk,
14980,1,2,Patryk,
14981,2,2,Patryk,
14982,2,2,Patryk,
14983,1,2,Patryk,
14984,1,2,Patryk,
14985,1,2,Patryk,
14986,1,2,Patryk,
14987,1,2,Patryk,
14988,1,3,Patryk,
14989,1,3,Patryk,
14990,1,3,Patryk,
14991,1,3,Patryk,
14992,1,3,Patryk,
14993,1,3,Patryk,
14994,1,1,Patryk,
14995,2,3,Patryk,
14996,1,1,Patryk,
14997,1,1,Patryk,
14998,1,1,Patryk,
14999,1,1,Patryk,
15000,5,5,Patryk,
15001,5,5,Patryk,
15002,5,5,Patryk,
15003,5,5,Patryk,
15004,5,5,Patryk,
15005,5,5,Patryk,
15006,5,5,Patryk,
15007,5,5,Patryk,
15008,5,5,Patryk,
15009,5,5,Patryk,
15010,5,5,Patryk,
15011,5,5,Patryk,
15012,5,5,Patryk,
15013,5,5,Patryk,
15014,5,5,Patryk,
15015,5,5,Patryk,
15016,5,5,Patryk,
15017,5,5,Patryk,
15018,5,5,Patryk,
15019,5,5,Patryk,
15020,5,5,Patryk,
15021,5,5,Patryk,
15022,5,5,Patryk,
15023,5,5,Patryk,
15024,5,5,Patryk,
15025,5,5,Patryk,
15026,5,5,Patryk,
15027,5,5,Patryk,
15028,5,5,Patryk,
15029,5,5,Patryk,
15030,5,5,Patryk,
15031,5,5,Patryk,
15032,5,5,Patryk,
15033,5,5,Patryk,
15034,5,5,Patryk,
15035,5,5,Patryk,
15036,5,5,Patryk,
15037,5,5,Patryk,
15038,5,5,Patryk,
15039,5,5,Patryk,
15040,5,5,Patryk,
15041,5,5,Patryk,
15042,5,5,Patryk,
15043,5,5,Patryk,
15044,5,5,Patryk,
15045,5,5,Patryk,
15046,5,5,Patryk,
15047,5,5,Patryk,
15048,5,5,Patryk,
15049,5,5,Patryk,
15050,5,5,Patryk,
15051,5,5,Patryk,
15052,5,5,Patryk,
15053,5,5,Patryk,
15054,5,5,Patryk,
15055,5,5,Patryk,
15056,5,5,Patryk,
15057,5,5,Patryk,
15058,5,5,Patryk,
15059,5,5,Patryk,
15060,5,5,Patryk,
15061,5,5,Patryk,
15062,5,5,Patryk,
15063,5,5,Patryk,
15064,5,5,Patryk,
15065,5,5,Patryk,
15066,5,5,Patryk,
15067,5,5,Patryk,
15068,5,5,Patryk,
15069,5,5,Patryk,
15070,5,5,Patryk,
15071,5,5,Patryk,
15072,5,5,Patryk,
15073,5,5,Patryk,
15074,5,5,Patryk,
15075,5,5,Patryk,
15076,5,5,Patryk,
15077,5,5,Patryk,
15078,5,5,Patryk,
15079,5,5,Patryk,
15080,5,5,Patryk,
15081,5,5,Patryk,
15082,5,5,Patryk,
15083,5,5,Patryk,
15084,5,5,Patryk,
15085,5,5,Patryk,
15086,5,5,Patryk,
15087,5,5,Patryk,
15088,5,5,Patryk,
15089,5,5,Patryk,
15090,5,5,Patryk,
15091,5,5,Patryk,
15092,5,5,Patryk,
15093,5,5,Patryk,
15094,5,5,Patryk,
15095,5,5,Patryk,
15096,5,5,Patryk,
15097,5,5,Patryk,
15098,5,5,Patryk,
15099,5,5,Patryk,
15100,5,5,Patryk,
15101,5,5,Patryk,
15102,5,5,Patryk,
15103,5,5,Patryk,
15104,5,5,Patryk,
15105,5,5,Patryk,
15106,5,5,Patryk,
15107,5,5,Patryk,
15108,5,5,Patryk,
15109,5,5,Patryk,
15110,5,5,Patryk,
15111,5,5,Patryk,
15112,5,5,Patryk,
15113,5,5,Patryk,
15114,5,5,Patryk,
15115,5,5,Patryk,
15116,5,5,Patryk,
15117,5,5,Patryk,
15118,5,5,Patryk,
15119,5,5,Patryk,
15120,5,5,Patryk,
15121,5,5,Patryk,
15122,5,5,Patryk,
15123,5,5,Patryk,
15124,5,5,Patryk,
15125,5,5,Patryk,
15126,5,5,Patryk,
15127,5,5,Patryk,
15128,5,5,Patryk,
15129,5,5,Patryk,
15130,5,5,Patryk,
15131,5,5,Patryk,
15132,5,5,Patryk,
15133,5,5,Patryk,
15134,5,5,Patryk,
15135,5,5,Patryk,
15136,5,5,Patryk,
15137,5,5,Patryk,
15138,5,5,Patryk,
15139,5,5,Patryk,
15140,5,5,Patryk,
15141,5,5,Patryk,
15142,5,5,Patryk,
15143,5,5,Patryk,
15144,5,5,Patryk,
15145,5,5,Patryk,
15146,5,5,Patryk,
15147,5,5,Patryk,
15148,5,5,Patryk,
15149,5,5,Patryk,
15150,5,5,Patryk,
15151,5,5,Patryk,
15152,5,5,Patryk,
15153,5,5,Patryk,
15154,5,5,Patryk,
15155,5,5,Patryk,
15156,5,5,Patryk,
15157,5,5,Patryk,
15158,5,5,Patryk,
